<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
01/04/21;09:35:00,523.6500000,523.6500000,519.1400000,520.9000000,5105
01/04/21;09:40:00,520.2500000,522.1900000,520.0400000,521.2700000,4672
01/04/21;09:45:00,521.1700000,527.0000000,521.1700000,527.0000000,3600
01/04/21;09:50:00,527.3100000,535.0000000,527.3100000,535.0000000,20849
01/04/21;09:55:00,535.2600000,536.5500000,533.2800000,536.5500000,12458
01/04/21;10:00:00,537.1200000,537.9800000,535.7000000,536.1600000,10842
01/04/21;10:05:00,536.2200000,538.0000000,535.7900000,537.2800000,6062
01/04/21;10:10:00,537.3400000,539.6800000,537.3400000,539.1900000,12100
01/04/21;10:15:00,539.6800000,540.1000000,537.3450000,539.7500000,8318
01/04/21;10:20:00,539.8000000,540.7100000,539.2500000,540.2000000,6326
01/04/21;10:25:00,540.7400000,543.1300000,540.4400000,542.9000000,7870
01/04/21;10:30:00,543.0100000,544.3900000,542.5300000,544.3900000,7756
01/04/21;10:35:00,544.4500000,545.0400000,542.4400000,543.8000000,9416
01/04/21;10:40:00,543.7300000,545.3500000,543.5800000,545.3400000,8139
01/04/21;10:45:00,545.2300000,546.0800000,544.5000000,544.5000000,7534
01/04/21;10:50:00,544.3700000,544.3700000,541.6900000,542.3200000,10646
01/04/21;10:55:00,542.3700000,542.4300000,540.1500000,540.4000000,5817
01/04/21;11:00:00,540.6600000,540.8800000,538.0600000,538.2000000,7550
01/04/21;11:05:00,538.2900000,539.4300000,536.6700000,536.7700000,5569
01/04/21;11:10:00,536.5800000,537.5700000,535.0000000,535.8000000,3758
01/04/21;11:15:00,534.7600000,537.5700000,534.7600000,535.6700000,4975
01/04/21;11:20:00,535.2700000,536.5700000,534.7300000,536.1100000,3162
01/04/21;11:25:00,535.3800000,535.7600000,533.6950000,534.2000000,4372
01/04/21;11:30:00,534.6800000,534.8600000,533.4950000,533.7000000,4774
01/04/21;11:35:00,533.0100000,533.9500000,532.7300000,533.9500000,1700
01/04/21;11:40:00,533.7500000,535.0000000,532.1300000,535.0000000,2784
01/04/21;11:45:00,533.7400000,533.7700000,531.8200000,532.3800000,2161
01/04/21;11:50:00,532.7900000,533.0100000,531.7800000,532.5300000,1200
01/04/21;11:55:00,532.3400000,532.9100000,530.8000000,530.9300000,2552
01/04/21;12:00:00,530.9300000,531.3800000,529.4500000,529.4500000,2424
01/04/21;12:05:00,529.2700000,530.2300000,527.7700000,527.8300000,2591
01/04/21;12:10:00,527.6700000,528.3500000,525.0000000,525.8400000,4398
01/04/21;12:15:00,525.6600000,525.6600000,523.5400000,524.9900000,3797
01/04/21;12:20:00,524.3300000,526.5400000,523.6100000,526.2600000,3146
01/04/21;12:25:00,525.3900000,527.2800000,525.2000000,527.1500000,3260
01/04/21;12:30:00,526.8100000,527.0100000,524.6500000,524.6500000,2767
01/04/21;12:35:00,524.3800000,526.0000000,523.4300000,525.9100000,3700
01/04/21;12:40:00,526.0000000,526.3000000,524.7000000,524.7700000,2650
01/04/21;12:45:00,524.2400000,524.2400000,522.4600000,523.1500000,3023
01/04/21;12:50:00,522.8700000,523.1300000,521.7400000,522.4200000,1414
01/04/21;12:55:00,522.5500000,525.4400000,522.1500000,525.3100000,5923
01/04/21;13:00:00,525.5700000,527.1500000,525.4900000,525.4900000,6128
01/04/21;13:05:00,525.5100000,525.8600000,524.1500000,524.5400000,3206
01/04/21;13:10:00,524.5400000,524.6500000,523.8000000,524.4100000,2371
01/04/21;13:15:00,524.0900000,524.1100000,523.2800000,523.6000000,6350
01/04/21;13:20:00,523.4600000,524.1500000,523.3200000,523.3200000,2590
01/04/21;13:25:00,523.4200000,524.0250000,523.3600000,524.0250000,2218
01/04/21;13:30:00,524.1200000,524.8700000,524.1200000,524.3100000,4107
01/04/21;13:35:00,524.2400000,524.2400000,522.2200000,522.2200000,2300
01/04/21;13:40:00,522.1000000,524.0100000,522.1000000,524.0000000,900
01/04/21;13:45:00,524.0900000,525.4900000,523.9000000,525.4300000,3700
01/04/21;13:50:00,525.4250000,526.1400000,525.3200000,525.8200000,1700
01/04/21;13:55:00,525.6400000,526.7900000,525.4000000,526.7900000,2744
01/04/21;14:00:00,526.7400000,526.7700000,526.1700000,526.6000000,1401
01/04/21;14:05:00,526.7400000,527.2900000,526.6600000,526.7800000,2520
01/04/21;14:10:00,526.5000000,526.5000000,524.2500000,524.4200000,1843
01/04/21;14:15:00,525.1300000,525.2200000,525.0000000,525.1500000,914
01/04/21;14:20:00,525.9200000,526.9400000,525.9200000,526.8900000,1300
01/04/21;14:25:00,526.6900000,526.6900000,526.2500000,526.5900000,1100
01/04/21;14:30:00,525.9500000,526.2000000,525.2600000,525.2600000,932
01/04/21;14:35:00,525.0250000,526.3600000,525.0250000,525.2600000,3100
01/04/21;14:40:00,524.7700000,525.8900000,524.6200000,525.8900000,627
01/04/21;14:45:00,525.1900000,525.2700000,524.9300000,525.2700000,500
01/04/21;14:50:00,525.0000000,525.0000000,524.5300000,524.5300000,600
01/04/21;14:55:00,524.1400000,524.1400000,523.4900000,523.5200000,1630
01/04/21;15:00:00,523.8700000,526.9800000,523.7900000,526.5000000,4895
01/04/21;15:05:00,526.8300000,526.8300000,525.7300000,525.8500000,2467
01/04/21;15:10:00,525.7200000,526.8300000,525.7200000,526.1100000,1200
01/04/21;15:15:00,526.5300000,527.7400000,526.3200000,527.4600000,1994
01/04/21;15:20:00,527.5700000,527.5700000,526.0400000,526.4200000,2966
01/04/21;15:25:00,526.4200000,526.4200000,525.6550000,526.1650000,1129
01/04/21;15:30:00,525.9500000,526.9300000,525.9500000,526.1400000,1189
01/04/21;15:35:00,526.3100000,526.3100000,524.7350000,525.2400000,3432
01/04/21;15:40:00,525.3300000,525.6200000,524.9200000,525.4800000,2940
01/04/21;15:45:00,525.3200000,525.3200000,524.5800000,525.1700000,3735
01/04/21;15:50:00,525.1400000,525.6350000,524.7300000,525.0200000,6728
01/04/21;15:55:00,524.9800000,525.8100000,524.4700000,524.6700000,15562
01/04/21;16:00:00,524.6800000,524.8900000,523.9000000,524.3800000,13211
01/05/21;09:35:00,524.4500000,528.3000000,523.7300000,528.0000000,5576
01/05/21;09:40:00,528.5700000,529.8400000,528.1000000,528.6700000,2839
01/05/21;09:45:00,530.6300000,534.2000000,530.6300000,533.6400000,6192
01/05/21;09:50:00,533.6500000,535.1900000,531.5800000,535.1900000,2526
01/05/21;09:55:00,534.6100000,535.6200000,534.1800000,535.3700000,2620
01/05/21;10:00:00,535.3600000,535.4500000,533.9800000,534.3700000,5077
01/05/21;10:05:00,534.2600000,536.1600000,533.7000000,536.1600000,5058
01/05/21;10:10:00,536.5100000,537.3100000,536.3300000,536.3300000,3880
01/05/21;10:15:00,536.4000000,537.4900000,535.3300000,535.6700000,3572
01/05/21;10:20:00,535.6300000,536.4100000,534.7300000,534.7500000,2663
01/05/21;10:25:00,533.9500000,534.5900000,533.9100000,534.5900000,2135
01/05/21;10:30:00,535.9600000,536.1700000,535.4600000,535.6400000,1608
01/05/21;10:35:00,535.4700000,535.4700000,533.7000000,534.5700000,2443
01/05/21;10:40:00,534.7100000,534.9700000,534.1300000,534.2100000,2327
01/05/21;10:45:00,534.7000000,534.7000000,532.1600000,532.4800000,1600
01/05/21;10:50:00,532.0700000,533.7000000,531.9300000,533.7000000,1400
01/05/21;10:55:00,533.3500000,534.4700000,532.9200000,534.4700000,1720
01/05/21;11:00:00,534.5200000,534.6000000,532.6600000,532.7300000,1400
01/05/21;11:05:00,532.9000000,533.0700000,532.2600000,532.4700000,1525
01/05/21;11:10:00,532.7800000,532.7800000,531.2300000,531.3500000,1757
01/05/21;11:15:00,532.2500000,532.5000000,531.7800000,532.3700000,1323
01/05/21;11:20:00,531.7100000,531.7100000,530.3700000,530.5500000,2681
01/05/21;11:25:00,531.4600000,531.5900000,531.3100000,531.5900000,500
01/05/21;11:30:00,531.1200000,532.5000000,531.1200000,532.5000000,2990
01/05/21;11:35:00,532.4200000,533.3100000,532.4200000,533.2200000,700
01/05/21;11:40:00,532.8800000,533.4500000,532.7800000,532.7800000,1826
01/05/21;11:45:00,532.8000000,532.8000000,532.8000000,532.8000000,100
01/05/21;11:50:00,532.8400000,533.9600000,532.8400000,533.9600000,3254
01/05/21;11:55:00,534.0800000,534.4500000,533.3400000,533.3900000,1555
01/05/21;12:00:00,533.0300000,533.0700000,532.3100000,532.3100000,600
01/05/21;12:05:00,532.4000000,532.4200000,531.9100000,531.9600000,700
01/05/21;12:10:00,531.9800000,531.9800000,531.7800000,531.7800000,400
01/05/21;12:15:00,531.6400000,531.6400000,530.9000000,530.9000000,400
01/05/21;12:20:00,530.8400000,531.3000000,530.7800000,531.2100000,3835
01/05/21;12:25:00,531.2300000,531.2300000,530.3900000,530.3900000,850
01/05/21;12:30:00,530.5000000,530.5000000,529.6700000,529.8100000,1308
01/05/21;12:35:00,530.3000000,530.4600000,529.6500000,530.4600000,943
01/05/21;12:40:00,530.1500000,530.4300000,529.4100000,529.4100000,600
01/05/21;12:45:00,530.1500000,530.1500000,528.0300000,528.5300000,2200
01/05/21;12:50:00,528.5700000,529.4300000,528.4400000,529.2000000,2200
01/05/21;12:55:00,528.9700000,529.2700000,528.8400000,528.8400000,700
01/05/21;13:00:00,529.0100000,529.8900000,529.0100000,529.7700000,800
01/05/21;13:05:00,529.6600000,530.5200000,529.6600000,530.3800000,1400
01/05/21;13:10:00,530.1800000,531.0600000,530.1800000,531.0600000,933
01/05/21;13:15:00,531.2400000,531.8800000,531.2400000,531.8800000,500
01/05/21;13:20:00,531.7100000,531.7100000,531.4900000,531.5200000,810
01/05/21;13:25:00,531.3200000,531.6600000,531.2500000,531.2500000,500
01/05/21;13:30:00,531.1600000,531.1700000,531.1600000,531.1700000,200
01/05/21;13:35:00,531.3900000,532.7000000,531.3900000,532.5500000,1200
01/05/21;13:40:00,533.1100000,533.1300000,532.4900000,532.6400000,1317
01/05/21;13:45:00,533.2800000,533.4100000,533.2700000,533.4100000,700
01/05/21;13:50:00,533.6200000,533.6200000,533.0200000,533.0200000,821
01/05/21;13:55:00,533.2700000,533.4300000,533.0000000,533.0000000,1000
01/05/21;14:00:00,533.5700000,533.5700000,533.5700000,533.5700000,100
01/05/21;14:05:00,533.7600000,534.1000000,533.7600000,534.1000000,600
01/05/21;14:10:00,534.0000000,534.4800000,534.0000000,534.3300000,800
01/05/21;14:15:00,534.3500000,534.3500000,534.3500000,534.3500000,200
01/05/21;14:20:00,533.8800000,533.9200000,533.7600000,533.8000000,500
01/05/21;14:25:00,533.5000000,533.5000000,533.5000000,533.5000000,100
01/05/21;14:30:00,534.0100000,534.1400000,533.7500000,533.7600000,1299
01/05/21;14:35:00,534.1100000,535.3000000,534.1100000,535.3000000,1250
01/05/21;14:40:00,535.0100000,535.0100000,534.8300000,534.8800000,600
01/05/21;14:45:00,534.9200000,535.2400000,534.8800000,534.8800000,700
01/05/21;14:50:00,534.1700000,534.1700000,533.7100000,533.7100000,400
01/05/21;14:55:00,533.9900000,533.9900000,533.4800000,533.6500000,600
01/05/21;15:00:00,534.1000000,534.2800000,533.7300000,533.8000000,900
01/05/21;15:05:00,534.1800000,534.1800000,533.2900000,533.2900000,400
01/05/21;15:10:00,533.5800000,534.5000000,533.5800000,534.4200000,1307
01/05/21;15:15:00,534.4900000,535.2400000,534.4900000,534.7800000,1700
01/05/21;15:20:00,534.7400000,535.2200000,534.4800000,535.2200000,902
01/05/21;15:25:00,535.1400000,535.2300000,533.6800000,533.8000000,1400
01/05/21;15:30:00,533.8500000,534.1900000,533.8500000,534.1100000,800
01/05/21;15:35:00,534.0500000,534.1500000,533.7100000,534.1500000,600
01/05/21;15:40:00,534.1900000,534.6700000,533.5700000,533.5800000,1100
01/05/21;15:45:00,533.3700000,534.3600000,533.3700000,534.3600000,1170
01/05/21;15:50:00,534.5900000,535.5000000,534.5900000,535.5000000,2038
01/05/21;15:55:00,535.7500000,536.8600000,535.7500000,536.8600000,8268
01/05/21;16:00:00,536.1500000,536.9500000,535.8600000,536.4100000,10188
01/06/21;09:35:00,528.9000000,529.5500000,519.7900000,519.7900000,4403
01/06/21;09:40:00,519.3300000,526.9200000,519.3300000,525.8100000,10451
01/06/21;09:45:00,526.2800000,527.2100000,524.7600000,526.4300000,4922
01/06/21;09:50:00,525.6100000,526.5300000,524.2800000,524.2800000,7586
01/06/21;09:55:00,524.5500000,524.7200000,522.2400000,523.5100000,6598
01/06/21;10:00:00,523.4400000,523.4400000,520.4200000,521.3200000,9013
01/06/21;10:05:00,521.1600000,521.1700000,518.9500000,519.2200000,9301
01/06/21;10:10:00,519.0300000,520.0400000,518.8600000,520.0400000,10332
01/06/21;10:15:00,520.1500000,521.9500000,520.1500000,521.4800000,5778
01/06/21;10:20:00,520.8900000,521.4900000,519.7700000,521.4900000,3530
01/06/21;10:25:00,521.7500000,522.7500000,521.7500000,521.8600000,2488
01/06/21;10:30:00,522.3500000,522.8500000,521.9200000,522.6500000,2822
01/06/21;10:35:00,522.8900000,523.8700000,522.8900000,523.0300000,4474
01/06/21;10:40:00,522.9100000,524.7800000,522.9100000,524.6000000,2991
01/06/21;10:45:00,524.7700000,525.6300000,524.7500000,524.8400000,4495
01/06/21;10:50:00,524.7300000,524.8000000,523.9500000,524.2650000,2300
01/06/21;10:55:00,524.2000000,524.2500000,523.0500000,523.1300000,3334
01/06/21;11:00:00,523.1800000,523.2800000,522.1300000,522.1300000,2790
01/06/21;11:05:00,522.3150000,522.6200000,521.9250000,522.6200000,1950
01/06/21;11:10:00,521.7800000,522.8100000,521.6800000,522.8100000,1648
01/06/21;11:15:00,522.7700000,523.0100000,522.5800000,522.5800000,1400
01/06/21;11:20:00,522.6000000,524.5200000,522.6000000,524.3800000,1766
01/06/21;11:25:00,524.7400000,524.8100000,524.2000000,524.2800000,1900
01/06/21;11:30:00,524.0000000,524.8100000,524.0000000,524.7400000,707
01/06/21;11:35:00,525.0600000,525.6800000,524.8600000,525.4500000,1100
01/06/21;11:40:00,525.0700000,525.1000000,522.5400000,522.5400000,1678
01/06/21;11:45:00,522.5700000,523.1400000,522.5700000,523.1300000,948
01/06/21;11:50:00,523.2350000,523.2350000,522.6000000,522.8000000,1200
01/06/21;11:55:00,522.3900000,522.8800000,522.0000000,522.1900000,1764
01/06/21;12:00:00,522.9100000,523.5000000,522.8000000,522.9400000,1600
01/06/21;12:05:00,522.9100000,523.0000000,522.6600000,523.0000000,6674
01/06/21;12:10:00,524.4800000,525.3000000,524.4800000,525.3000000,2760
01/06/21;12:15:00,525.2400000,525.2400000,524.5900000,524.7100000,516
01/06/21;12:20:00,524.2900000,524.4400000,524.2900000,524.4400000,300
01/06/21;12:25:00,524.5500000,525.0000000,524.1900000,524.1900000,1100
01/06/21;12:30:00,524.2200000,524.2200000,524.2200000,524.2200000,100
01/06/21;12:35:00,524.6700000,524.6700000,522.8500000,522.8500000,1700
01/06/21;12:40:00,522.6200000,523.0600000,520.2200000,520.3500000,4692
01/06/21;12:45:00,520.7900000,521.8600000,520.7900000,521.7600000,2223
01/06/21;12:50:00,520.0100000,520.2800000,519.5000000,519.9000000,6700
01/06/21;12:55:00,520.2000000,520.4100000,519.8300000,520.0000000,4825
01/06/21;13:00:00,520.1800000,520.3900000,519.5700000,519.6500000,4644
01/06/21;13:05:00,520.0600000,521.0400000,520.0600000,520.8500000,2116
01/06/21;13:10:00,520.5900000,521.3600000,520.5900000,521.3600000,1700
01/06/21;13:15:00,521.5000000,521.5150000,521.0000000,521.3000000,900
01/06/21;13:20:00,521.8900000,521.8900000,520.3300000,520.3300000,700
01/06/21;13:25:00,519.8000000,520.0200000,519.5100000,519.8000000,3522
01/06/21;13:30:00,519.8300000,519.8300000,519.1900000,519.1900000,1306
01/06/21;13:35:00,519.8200000,520.0600000,519.5000000,519.7700000,4701
01/06/21;13:40:00,519.9200000,520.6300000,519.5000000,520.5400000,6388
01/06/21;13:45:00,520.6000000,521.3500000,520.6000000,521.1100000,1600
01/06/21;13:50:00,521.0900000,522.4100000,521.0900000,521.9600000,2300
01/06/21;13:55:00,522.0000000,522.0900000,521.2400000,521.8700000,2177
01/06/21;14:00:00,521.8300000,522.1000000,520.8500000,520.8500000,1239
01/06/21;14:05:00,520.9600000,521.8900000,520.9600000,521.5400000,1717
01/06/21;14:10:00,521.1200000,521.1200000,520.2800000,520.4500000,1398
01/06/21;14:15:00,520.0700000,520.6200000,519.7100000,519.7100000,4135
01/06/21;14:20:00,519.7200000,519.7200000,518.8800000,518.9200000,6641
01/06/21;14:25:00,518.8500000,519.6400000,518.0700000,518.0700000,6499
01/06/21;14:30:00,518.1400000,518.1400000,516.3300000,516.3300000,7791
01/06/21;14:35:00,516.0000000,518.1000000,515.9200000,517.3200000,2000
01/06/21;14:40:00,517.0300000,517.1300000,515.2600000,515.2700000,3033
01/06/21;14:45:00,515.4500000,516.2600000,515.1000000,515.3800000,5161
01/06/21;14:50:00,515.2300000,515.4100000,513.0400000,513.2900000,5946
01/06/21;14:55:00,513.4300000,514.3400000,513.0300000,514.3400000,3850
01/06/21;15:00:00,514.4500000,515.1800000,513.3300000,513.6100000,4100
01/06/21;15:05:00,513.5400000,513.5400000,512.7500000,513.0500000,2595
01/06/21;15:10:00,514.0200000,514.3400000,513.6800000,513.9500000,1900
01/06/21;15:15:00,514.1800000,515.0900000,513.7600000,514.0800000,1800
01/06/21;15:20:00,514.1100000,514.9200000,513.5900000,514.7600000,3715
01/06/21;15:25:00,514.5900000,514.7500000,512.0000000,512.0000000,6625
01/06/21;15:30:00,511.6900000,513.4700000,511.4000000,513.4300000,1000
01/06/21;15:35:00,513.6600000,513.8300000,511.8200000,513.2900000,3630
01/06/21;15:40:00,512.2500000,512.5400000,510.2000000,510.2000000,4785
01/06/21;15:45:00,510.1000000,510.8100000,509.1200000,509.9800000,10208
01/06/21;15:50:00,510.0200000,510.6600000,507.4200000,507.6400000,11970
01/06/21;15:55:00,507.4300000,507.5000000,504.7300000,504.9300000,16277
01/06/21;16:00:00,505.0600000,506.3900000,503.5100000,504.7000000,46747
01/07/21;09:35:00,518.7600000,521.4800000,515.5100000,520.1700000,13759
01/07/21;09:40:00,521.0000000,523.0900000,519.8500000,521.4200000,13938
01/07/21;09:45:00,521.6400000,522.6500000,519.6700000,522.6500000,6975
01/07/21;09:50:00,522.2000000,522.2000000,520.7300000,521.0000000,3602
01/07/21;09:55:00,520.7500000,523.4600000,520.7500000,523.2400000,9564
01/07/21;10:00:00,523.4600000,525.7500000,523.1700000,523.7500000,6110
01/07/21;10:05:00,523.5300000,525.4700000,523.3700000,525.0000000,16589
01/07/21;10:10:00,525.0100000,526.5000000,524.8800000,526.4900000,18171
01/07/21;10:15:00,526.2900000,526.2900000,525.1300000,526.1300000,2400
01/07/21;10:20:00,526.2500000,526.2500000,524.2800000,525.3200000,5067
01/07/21;10:25:00,525.5000000,526.3700000,524.2800000,524.3200000,3469
01/07/21;10:30:00,524.5800000,526.0000000,524.5800000,525.2600000,2264
01/07/21;10:35:00,526.0000000,526.3600000,525.5600000,525.6300000,1770
01/07/21;10:40:00,525.5550000,527.4300000,525.5550000,527.2300000,16276
01/07/21;10:45:00,527.5700000,527.8600000,527.0500000,527.1900000,2342
01/07/21;10:50:00,526.6600000,526.9500000,525.9500000,526.4700000,2646
01/07/21;10:55:00,526.4200000,527.0400000,526.2300000,526.7500000,2251
01/07/21;11:00:00,526.7200000,526.8400000,526.0000000,526.1600000,1587
01/07/21;11:05:00,526.2900000,527.2800000,526.2900000,527.2800000,2688
01/07/21;11:10:00,527.2800000,528.2800000,527.1100000,528.2800000,2692
01/07/21;11:15:00,528.3700000,528.5000000,526.4900000,526.4900000,2158
01/07/21;11:20:00,526.5800000,527.0000000,526.0500000,526.1500000,2061
01/07/21;11:25:00,525.8900000,527.5500000,525.8300000,527.5500000,996
01/07/21;11:30:00,527.7100000,528.1300000,527.6500000,527.8200000,1109
01/07/21;11:35:00,528.5800000,528.5800000,527.8600000,527.9700000,2105
01/07/21;11:40:00,527.8500000,529.4200000,527.8500000,529.1000000,3488
01/07/21;11:45:00,528.9600000,530.8300000,528.9400000,530.8300000,3725
01/07/21;11:50:00,531.0000000,531.5000000,530.6400000,530.8100000,4699
01/07/21;11:55:00,530.5000000,530.7100000,529.0900000,529.3400000,1950
01/07/21;12:00:00,529.3800000,529.5400000,527.8300000,527.8300000,2260
01/07/21;12:05:00,527.9500000,529.2800000,527.9500000,529.0450000,1499
01/07/21;12:10:00,528.4300000,528.4400000,527.2000000,527.2000000,800
01/07/21;12:15:00,528.5300000,528.5300000,527.9300000,527.9900000,500
01/07/21;12:20:00,528.9400000,530.0000000,528.5700000,528.9400000,1595
01/07/21;12:25:00,528.8100000,529.0000000,528.6800000,529.0000000,300
01/07/21;12:30:00,528.7400000,528.7400000,528.3200000,528.3200000,800
01/07/21;12:35:00,529.0700000,530.0000000,529.0700000,530.0000000,2467
01/07/21;12:40:00,529.8300000,531.0700000,529.8300000,530.8800000,3638
01/07/21;12:45:00,531.0000000,531.0000000,529.8700000,529.9200000,2458
01/07/21;12:50:00,529.4400000,529.8900000,528.5300000,528.5300000,1800
01/07/21;12:55:00,528.5000000,529.1200000,528.4400000,528.8500000,749
01/07/21;13:00:00,528.4200000,528.5300000,527.3000000,527.3000000,1641
01/07/21;13:05:00,526.8800000,527.5500000,525.2800000,527.5500000,2796
01/07/21;13:10:00,527.6600000,527.6600000,526.2300000,526.3800000,1500
01/07/21;13:15:00,526.2600000,527.5800000,526.1900000,527.5800000,1400
01/07/21;13:20:00,527.8600000,528.2900000,527.5100000,528.2900000,2200
01/07/21;13:25:00,528.2000000,528.5700000,528.1500000,528.5300000,664
01/07/21;13:30:00,528.9800000,530.0900000,528.9800000,529.4400000,1320
01/07/21;13:35:00,529.4200000,531.0400000,529.3500000,530.7500000,2575
01/07/21;13:40:00,530.7800000,531.6700000,530.7800000,531.5400000,900
01/07/21;13:45:00,531.8800000,532.6600000,531.5600000,532.0600000,2600
01/07/21;13:50:00,532.1700000,532.1700000,531.3900000,531.6000000,2400
01/07/21;13:55:00,531.4100000,532.2500000,531.3900000,532.2500000,2106
01/07/21;14:00:00,532.6600000,532.8700000,531.8100000,532.1000000,2124
01/07/21;14:05:00,532.0900000,532.5700000,532.0600000,532.5600000,1374
01/07/21;14:10:00,532.4800000,532.6500000,531.8600000,531.8600000,1200
01/07/21;14:15:00,531.7900000,531.9700000,531.0100000,531.0400000,1120
01/07/21;14:20:00,531.2000000,531.2000000,530.4100000,530.4100000,400
01/07/21;14:25:00,530.5000000,531.8000000,530.5000000,531.8000000,3804
01/07/21;14:30:00,531.0200000,531.0700000,530.5200000,531.0700000,3143
01/07/21;14:35:00,530.9000000,532.0600000,530.9000000,532.0100000,4408
01/07/21;14:40:00,532.0200000,533.0000000,532.0200000,532.9200000,4849
01/07/21;14:45:00,532.9000000,533.6900000,532.9000000,532.9200000,3807
01/07/21;14:50:00,532.2100000,532.7800000,531.9900000,532.7500000,1360
01/07/21;14:55:00,532.9500000,533.2500000,532.3600000,533.2500000,1880
01/07/21;15:00:00,533.2550000,533.2550000,532.6900000,532.9700000,2562
01/07/21;15:05:00,533.0100000,533.9200000,533.0100000,533.6400000,2093
01/07/21;15:10:00,533.5600000,533.6400000,532.8500000,533.0100000,3160
01/07/21;15:15:00,533.1000000,533.2800000,532.7000000,532.7000000,1976
01/07/21;15:20:00,532.7700000,533.2100000,532.1500000,532.1500000,2200
01/07/21;15:25:00,532.2200000,533.4900000,532.2200000,533.4900000,2188
01/07/21;15:30:00,533.6000000,534.0000000,533.6000000,533.8900000,2000
01/07/21;15:35:00,533.6400000,533.6400000,532.1500000,532.2200000,3200
01/07/21;15:40:00,532.1500000,532.7900000,532.1500000,532.7900000,6891
01/07/21;15:45:00,532.7400000,533.3200000,532.7400000,532.9300000,5003
01/07/21;15:50:00,533.1000000,533.7800000,532.6700000,533.7100000,6481
01/07/21;15:55:00,533.5900000,535.0200000,533.5900000,535.0000000,17252
01/07/21;16:00:00,535.0500000,535.0500000,533.6200000,533.6700000,12466
01/08/21;09:35:00,534.3600000,536.3400000,531.3600000,531.3600000,4656
01/08/21;09:40:00,530.0300000,530.2800000,527.6300000,529.5900000,5840
01/08/21;09:45:00,529.3700000,533.0000000,529.0800000,532.8800000,10248
01/08/21;09:50:00,532.7200000,532.9100000,530.7500000,531.3900000,2400
01/08/21;09:55:00,531.8700000,533.0000000,530.9600000,530.9800000,5958
01/08/21;10:00:00,530.6500000,531.3200000,530.0000000,531.3200000,5916
01/08/21;10:05:00,531.7000000,533.1500000,531.7000000,533.1500000,3267
01/08/21;10:10:00,533.4100000,533.4100000,531.1300000,532.0400000,3142
01/08/21;10:15:00,532.6300000,533.1000000,532.0300000,532.0300000,3189
01/08/21;10:20:00,532.1300000,532.5000000,531.5200000,532.5000000,500
01/08/21;10:25:00,532.3700000,532.5000000,528.2200000,528.5200000,10686
01/08/21;10:30:00,528.1200000,528.1200000,523.7200000,525.0850000,12179
01/08/21;10:35:00,524.9300000,526.7100000,524.5000000,525.0200000,5368
01/08/21;10:40:00,524.9300000,525.3500000,524.2200000,525.3500000,3527
01/08/21;10:45:00,525.4100000,528.1800000,525.4100000,526.8600000,4732
01/08/21;10:50:00,526.9000000,527.8600000,526.8700000,527.8500000,1417
01/08/21;10:55:00,528.0200000,528.1400000,527.0100000,527.0100000,1324
01/08/21;11:00:00,528.3700000,528.5700000,527.1600000,527.2400000,1796
01/08/21;11:05:00,527.9000000,527.9000000,527.1900000,527.3900000,1300
01/08/21;11:10:00,528.3900000,528.8200000,528.3900000,528.7800000,1767
01/08/21;11:15:00,528.2600000,528.2600000,527.5500000,527.6500000,611
01/08/21;11:20:00,527.6500000,527.6500000,526.0700000,526.1100000,3565
01/08/21;11:25:00,525.9500000,526.6500000,525.8400000,526.6300000,900
01/08/21;11:30:00,527.1350000,527.6100000,526.9000000,527.6100000,1020
01/08/21;11:35:00,527.6900000,527.6900000,526.3000000,526.3000000,700
01/08/21;11:40:00,526.8400000,527.6400000,526.8400000,527.5600000,1053
01/08/21;11:45:00,527.3500000,527.5900000,526.8700000,527.5200000,700
01/08/21;11:50:00,527.9000000,528.1600000,526.5200000,526.9400000,1368
01/08/21;11:55:00,525.8900000,526.0000000,525.2000000,526.0000000,2040
01/08/21;12:00:00,526.3900000,526.9600000,526.3400000,526.9600000,400
01/08/21;12:05:00,527.1300000,527.4300000,526.6500000,526.6500000,1400
01/08/21;12:10:00,527.6200000,527.6200000,527.6200000,527.6200000,161
01/08/21;12:15:00,527.5700000,529.0900000,527.5700000,529.0900000,619
01/08/21;12:20:00,529.3800000,529.4800000,529.1000000,529.1400000,1700
01/08/21;12:25:00,529.0600000,529.1300000,528.3600000,528.3600000,1727
01/08/21;12:30:00,528.2500000,528.6800000,528.2500000,528.2800000,500
01/08/21;12:35:00,528.5000000,528.6800000,528.2500000,528.5800000,900
01/08/21;12:40:00,529.3400000,530.0000000,529.3400000,529.4200000,700
01/08/21;12:45:00,529.6150000,529.7500000,529.6150000,529.7500000,1000
01/08/21;12:50:00,529.5300000,529.5300000,528.1300000,528.3100000,2441
01/08/21;12:55:00,528.6900000,528.9000000,528.5000000,528.9000000,1244
01/08/21;13:00:00,529.1500000,529.1500000,528.5700000,528.5700000,600
01/08/21;13:05:00,528.1400000,528.1400000,527.2900000,527.8000000,1000
01/08/21;13:10:00,527.7300000,527.7300000,527.4200000,527.4600000,500
01/08/21;13:15:00,528.3100000,528.3900000,528.1200000,528.2400000,800
01/08/21;13:20:00,526.8500000,526.8500000,526.4700000,526.4700000,600
01/08/21;13:25:00,526.1200000,526.3600000,524.2600000,524.6200000,4358
