<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
01/04/21;09:35:00,133.5300000,133.6000000,132.3900000,132.8000000,222389
01/04/21;09:40:00,132.8400000,132.8700000,131.8100000,131.8800000,111840
01/04/21;09:45:00,131.9000000,132.3300000,131.4700000,132.1000000,103365
01/04/21;09:50:00,132.0700000,132.2900000,131.8700000,132.2500000,100715
01/04/21;09:55:00,132.2200000,132.2300000,131.5200000,131.5700000,85547
01/04/21;10:00:00,131.6100000,132.0700000,131.3000000,131.4500000,125388
01/04/21;10:05:00,131.4700000,131.6500000,131.0700000,131.1100000,107119
01/04/21;10:10:00,131.1300000,131.4700000,130.8000000,130.8600000,100446
01/04/21;10:15:00,130.8700000,131.0700000,130.3900000,130.5100000,118558
01/04/21;10:20:00,130.5000000,130.9600000,130.4700000,130.9100000,74783
01/04/21;10:25:00,130.8800000,131.1100000,130.8500000,130.9400000,59768
01/04/21;10:30:00,130.9600000,131.1400000,130.7950000,131.0500000,58462
01/04/21;10:35:00,131.0600000,131.2300000,130.6200000,130.6600000,77052
01/04/21;10:40:00,130.6800000,131.1200000,130.5700000,131.1000000,42605
01/04/21;10:45:00,131.1300000,131.3000000,131.0400000,131.0700000,40862
01/04/21;10:50:00,131.0300000,131.0300000,130.4900000,130.7500000,70310
01/04/21;10:55:00,130.6900000,130.8300000,130.4700000,130.7000000,96030
01/04/21;11:00:00,130.7100000,131.2500000,130.7100000,130.9700000,71519
01/04/21;11:05:00,130.9500000,131.3000000,130.1600000,130.2700000,105889
01/04/21;11:10:00,130.3100000,130.5400000,129.6800000,129.8700000,141629
01/04/21;11:15:00,129.8500000,130.2200000,129.4200000,130.0900000,81434
01/04/21;11:20:00,130.0800000,130.3300000,129.9100000,130.3300000,50037
01/04/21;11:25:00,130.3100000,130.4000000,129.9400000,130.0000000,32449
01/04/21;11:30:00,130.0000000,130.1900000,129.8900000,129.8900000,29885
01/04/21;11:35:00,129.9000000,130.0900000,129.6300000,129.9100000,59457
01/04/21;11:40:00,129.9200000,129.9200000,129.6000000,129.7150000,47658
01/04/21;11:45:00,129.6800000,129.6800000,129.2800000,129.3900000,83890
01/04/21;11:50:00,129.3900000,129.5800000,129.3400000,129.4200000,49352
01/04/21;11:55:00,129.4100000,129.5100000,129.1200000,129.1400000,66987
01/04/21;12:00:00,129.1100000,129.1700000,128.8000000,128.8200000,122781
01/04/21;12:05:00,128.8000000,128.8700000,128.4000000,128.5700000,99010
01/04/21;12:10:00,128.5900000,128.7900000,128.2200000,128.2300000,63883
01/04/21;12:15:00,128.2300000,128.3100000,127.1100000,127.4300000,134275
01/04/21;12:20:00,127.4000000,128.0300000,126.7700000,128.0100000,115375
01/04/21;12:25:00,127.9500000,128.3900000,127.7600000,128.3100000,77409
01/04/21;12:30:00,128.2800000,128.3000000,127.9000000,128.2500000,54065
01/04/21;12:35:00,128.2100000,128.3100000,127.9200000,128.1100000,46827
01/04/21;12:40:00,128.1700000,128.2000000,127.9000000,127.9500000,27182
01/04/21;12:45:00,127.9900000,128.0200000,127.7200000,127.9800000,47645
01/04/21;12:50:00,127.9800000,127.9800000,127.6600000,127.7000000,32306
01/04/21;12:55:00,127.7100000,128.2900000,127.6400000,128.2300000,33964
01/04/21;13:00:00,128.2300000,128.5900000,128.1900000,128.4100000,39176
01/04/21;13:05:00,128.4100000,128.5900000,128.2600000,128.3200000,37230
01/04/21;13:10:00,128.3300000,128.5600000,128.0600000,128.5500000,35904
01/04/21;13:15:00,128.5600000,128.8800000,128.5200000,128.7700000,33409
01/04/21;13:20:00,128.7700000,128.8900000,128.6300000,128.7600000,29368
01/04/21;13:25:00,128.7400000,129.0700000,128.7300000,129.0300000,43479
01/04/21;13:30:00,129.0300000,129.1000000,128.9300000,129.0300000,32944
01/04/21;13:35:00,129.0200000,129.0400000,128.6000000,128.6300000,31390
01/04/21;13:40:00,128.6600000,128.9700000,128.6500000,128.8100000,32821
01/04/21;13:45:00,128.8300000,129.0000000,128.8000000,128.8700000,21990
01/04/21;13:50:00,128.8700000,128.9400000,128.8300000,128.9000000,13469
01/04/21;13:55:00,128.9600000,129.1800000,128.8350000,129.1700000,19094
01/04/21;14:00:00,129.1700000,129.1900000,129.0000000,129.1700000,16242
01/04/21;14:05:00,129.1600000,129.2000000,128.9700000,129.0900000,32268
01/04/21;14:10:00,129.0800000,129.1300000,128.7300000,128.7450000,63409
01/04/21;14:15:00,128.7600000,128.9900000,128.6200000,128.9200000,54117
01/04/21;14:20:00,128.9000000,129.1800000,128.8700000,129.0400000,34741
01/04/21;14:25:00,129.0200000,129.1800000,128.8600000,129.1100000,26285
01/04/21;14:30:00,129.1000000,129.1000000,128.8400000,128.9600000,38613
01/04/21;14:35:00,128.9400000,128.9700000,128.8000000,128.8700000,30156
01/04/21;14:40:00,128.9100000,129.1800000,128.8600000,129.0000000,53791
01/04/21;14:45:00,129.0500000,129.1400000,129.0000000,129.0600000,47287
01/04/21;14:50:00,129.0400000,129.1500000,129.0000000,129.0000000,61163
01/04/21;14:55:00,129.0000000,129.0000000,128.6400000,128.7300000,52290
01/04/21;15:00:00,128.7300000,129.5700000,128.6900000,129.4900000,68148
01/04/21;15:05:00,129.4800000,129.5700000,129.1500000,129.1700000,55960
01/04/21;15:10:00,129.1600000,129.4800000,129.1600000,129.2400000,59648
01/04/21;15:15:00,129.2300000,129.3500000,129.0400000,129.2100000,53894
01/04/21;15:20:00,129.2200000,129.2200000,128.8400000,128.9400000,47024
01/04/21;15:25:00,128.9300000,129.0800000,128.8200000,128.9900000,45577
01/04/21;15:30:00,128.9800000,129.0900000,128.8600000,129.0700000,34833
01/04/21;15:35:00,129.0600000,129.0900000,128.7600000,129.0800000,55116
01/04/21;15:40:00,129.0700000,129.4200000,129.0350000,129.3600000,73269
01/04/21;15:45:00,129.3600000,129.3600000,129.1300000,129.2800000,65521
01/04/21;15:50:00,129.3100000,129.4300000,129.2700000,129.4250000,63843
01/04/21;15:55:00,129.4350000,129.7400000,129.3800000,129.4400000,175478
01/04/21;16:00:00,129.4600000,129.6400000,129.1300000,129.4200000,369307
01/05/21;09:35:00,128.8900000,130.5800000,128.4500000,130.4900000,180041
01/05/21;09:40:00,130.5700000,130.7900000,130.5000000,130.7100000,88404
01/05/21;09:45:00,130.7200000,131.2800000,130.7200000,131.2800000,109177
01/05/21;09:50:00,131.2800000,131.2900000,130.7700000,130.7800000,72163
01/05/21;09:55:00,130.8500000,131.4200000,130.8000000,131.4200000,88732
01/05/21;10:00:00,131.4400000,131.4700000,130.9900000,131.3200000,59339
01/05/21;10:05:00,131.3300000,131.4000000,130.9300000,131.2000000,64740
01/05/21;10:10:00,131.2000000,131.5600000,131.0600000,131.4500000,88311
01/05/21;10:15:00,131.4200000,131.7300000,131.3700000,131.4900000,43375
01/05/21;10:20:00,131.5100000,131.7100000,130.7600000,130.8100000,62075
01/05/21;10:25:00,130.8200000,131.1600000,130.7100000,131.0800000,57783
01/05/21;10:30:00,131.1000000,131.3200000,131.0500000,131.0600000,39686
01/05/21;10:35:00,131.0300000,131.2400000,130.8000000,131.1800000,39032
01/05/21;10:40:00,131.1300000,131.4100000,131.0500000,131.2900000,53472
01/05/21;10:45:00,131.2700000,131.3600000,130.8700000,130.9300000,42212
01/05/21;10:50:00,130.9500000,131.1700000,130.9000000,131.0200000,40809
01/05/21;10:55:00,131.0100000,131.2000000,130.8500000,131.1600000,39667
01/05/21;11:00:00,131.1500000,131.1500000,130.4600000,130.5400000,42613
01/05/21;11:05:00,130.5500000,130.6800000,130.4200000,130.6200000,30061
01/05/21;11:10:00,130.6300000,130.6500000,130.1900000,130.2600000,38233
01/05/21;11:15:00,130.2800000,130.4000000,130.1200000,130.3200000,26254
01/05/21;11:20:00,130.3200000,130.3300000,129.9400000,130.1400000,47596
01/05/21;11:25:00,130.1200000,130.1900000,130.0200000,130.1000000,32091
01/05/21;11:30:00,130.0900000,130.4400000,130.0500000,130.3400000,50032
01/05/21;11:35:00,130.3800000,130.4300000,130.3200000,130.3800000,29668
01/05/21;11:40:00,130.3900000,130.6600000,130.3300000,130.4500000,47006
01/05/21;11:45:00,130.4700000,130.5000000,130.2400000,130.2700000,29113
01/05/21;11:50:00,130.3000000,130.5400000,130.2100000,130.4100000,32628
01/05/21;11:55:00,130.4100000,130.4800000,130.3200000,130.4000000,17703
01/05/21;12:00:00,130.4000000,130.4000000,130.2300000,130.2900000,24645
01/05/21;12:05:00,130.2900000,130.2900000,129.9700000,130.1100000,35880
01/05/21;12:10:00,130.1300000,130.2900000,130.0400000,130.1100000,32311
01/05/21;12:15:00,130.1100000,130.1850000,129.9800000,130.1500000,30374
01/05/21;12:20:00,130.1500000,130.2000000,129.8500000,130.1000000,44598
01/05/21;12:25:00,130.0600000,130.2650000,130.0400000,130.2100000,32832
01/05/21;12:30:00,130.1900000,130.2300000,130.0700000,130.1200000,13205
01/05/21;12:35:00,130.1500000,130.3300000,130.1100000,130.2100000,16616
01/05/21;12:40:00,130.1800000,130.3200000,130.1500000,130.3000000,16038
01/05/21;12:45:00,130.3100000,130.3200000,130.1100000,130.1600000,22440
01/05/21;12:50:00,130.1200000,130.1400000,129.9800000,129.9800000,24786
01/05/21;12:55:00,129.9700000,130.0300000,129.8500000,129.9400000,23346
01/05/21;13:00:00,129.9950000,130.1600000,129.9800000,130.1400000,23646
01/05/21;13:05:00,130.1600000,130.2300000,130.1300000,130.1600000,18537
01/05/21;13:10:00,130.1300000,130.2000000,130.0500000,130.0700000,13194
01/05/21;13:15:00,130.0750000,130.1300000,130.0350000,130.0900000,14506
01/05/21;13:20:00,130.1000000,130.1300000,130.0550000,130.0600000,20958
01/05/21;13:25:00,130.0700000,130.1100000,130.0200000,130.0300000,10555
01/05/21;13:30:00,130.0400000,130.0500000,129.9500000,130.0400000,17797
01/05/21;13:35:00,130.0500000,130.2800000,130.0500000,130.2600000,17427
01/05/21;13:40:00,130.2800000,130.4400000,130.2700000,130.3400000,14924
01/05/21;13:45:00,130.3400000,130.4000000,130.2900000,130.3800000,20612
01/05/21;13:50:00,130.3900000,130.5000000,130.3900000,130.5000000,21340
01/05/21;13:55:00,130.5100000,130.6200000,130.4800000,130.5000000,26017
01/05/21;14:00:00,130.5100000,130.6300000,130.4800000,130.6000000,19336
01/05/21;14:05:00,130.6400000,131.0700000,130.6200000,130.9800000,50555
01/05/21;14:10:00,131.0100000,131.1400000,130.9400000,131.0950000,29308
01/05/21;14:15:00,131.0800000,131.1750000,131.0400000,131.1300000,25568
01/05/21;14:20:00,131.1200000,131.2300000,131.0700000,131.2300000,36600
01/05/21;14:25:00,131.2400000,131.2500000,131.0700000,131.1300000,26216
01/05/21;14:30:00,131.1400000,131.1800000,131.0400000,131.1000000,27262
01/05/21;14:35:00,131.1400000,131.3800000,131.1400000,131.3300000,38577
01/05/21;14:40:00,131.3400000,131.4000000,131.2200000,131.2700000,17964
01/05/21;14:45:00,131.2900000,131.3500000,131.1900000,131.2800000,26666
01/05/21;14:50:00,131.3000000,131.3200000,131.1700000,131.2700000,23419
01/05/21;14:55:00,131.2300000,131.2700000,130.9000000,130.9000000,48490
01/05/21;15:00:00,130.9400000,130.9700000,130.8550000,130.9500000,28121
01/05/21;15:05:00,130.9200000,131.1100000,130.8700000,131.1100000,21317
01/05/21;15:10:00,131.1000000,131.2600000,131.1000000,131.2300000,19049
01/05/21;15:15:00,131.2250000,131.2300000,131.0600000,131.0600000,19651
01/05/21;15:20:00,131.0700000,131.1100000,130.9800000,131.1000000,21586
01/05/21;15:25:00,131.1100000,131.1400000,130.9500000,130.9600000,46612
01/05/21;15:30:00,130.9700000,130.9800000,130.8200000,130.8300000,28397
01/05/21;15:35:00,130.8200000,130.9600000,130.8000000,130.9200000,48041
01/05/21;15:40:00,130.9200000,131.0900000,130.9000000,130.9000000,59989
01/05/21;15:45:00,130.9200000,131.0800000,130.7600000,131.0800000,66374
01/05/21;15:50:00,131.0800000,131.3300000,131.0050000,131.3300000,45285
01/05/21;15:55:00,131.3400000,131.4500000,130.9700000,131.0400000,99951
01/05/21;16:00:00,131.0400000,131.1500000,130.8400000,130.9900000,181503
01/05/21;16:05:00,130.9500000,130.9500000,130.9500000,130.9500000,200
01/06/21;09:35:00,127.7200000,127.9500000,126.5600000,126.7500000,294857
01/06/21;09:40:00,126.7500000,127.2600000,126.6500000,127.0700000,150342
01/06/21;09:45:00,127.0900000,127.5700000,126.8400000,127.4500000,176443
01/06/21;09:50:00,127.4500000,128.0400000,127.2900000,127.9700000,152750
01/06/21;09:55:00,127.9700000,128.4250000,127.9400000,128.3900000,170301
01/06/21;10:00:00,128.3900000,128.5200000,127.9000000,128.0600000,108161
01/06/21;10:05:00,128.0700000,128.0900000,127.6100000,127.9000000,107555
01/06/21;10:10:00,127.8900000,128.4600000,127.6700000,128.4600000,89609
01/06/21;10:15:00,128.4500000,128.7800000,128.3300000,128.3300000,75331
01/06/21;10:20:00,128.3200000,128.7400000,128.1300000,128.6950000,54903
01/06/21;10:25:00,128.7000000,129.1300000,128.6200000,129.1200000,67666
01/06/21;10:30:00,129.1400000,129.2000000,128.8500000,128.9300000,105165
01/06/21;10:35:00,128.9700000,129.2700000,128.8200000,128.9800000,104933
01/06/21;10:40:00,128.9900000,129.4200000,128.9600000,129.2000000,78829
01/06/21;10:45:00,129.1600000,129.2300000,128.9800000,129.0700000,58291
01/06/21;10:50:00,129.0500000,129.3150000,128.9500000,129.2400000,46767
01/06/21;10:55:00,129.2500000,129.7300000,129.2500000,129.6300000,96857
01/06/21;11:00:00,129.6400000,129.6700000,129.3700000,129.4100000,47626
01/06/21;11:05:00,129.4000000,129.5700000,129.1000000,129.5000000,49409
01/06/21;11:10:00,129.5000000,129.9600000,129.4600000,129.9600000,39607
01/06/21;11:15:00,129.9500000,130.5100000,129.9200000,130.5000000,69393
01/06/21;11:20:00,130.4900000,130.7250000,130.3800000,130.6700000,63679
01/06/21;11:25:00,130.7000000,131.0400000,130.4800000,130.5900000,86518
01/06/21;11:30:00,130.6000000,130.7200000,130.3900000,130.3900000,42785
01/06/21;11:35:00,130.4300000,130.7600000,130.3500000,130.3700000,51219
01/06/21;11:40:00,130.3650000,130.5100000,129.9000000,129.9200000,100064
01/06/21;11:45:00,129.9200000,130.1000000,129.9100000,130.1000000,40950
01/06/21;11:50:00,130.1300000,130.3500000,130.0300000,130.2500000,46015
01/06/21;11:55:00,130.2500000,130.2500000,130.0400000,130.0400000,29062
01/06/21;12:00:00,130.0500000,130.1700000,129.9700000,130.1200000,30038
01/06/21;12:05:00,130.1500000,130.3700000,130.0700000,130.3700000,66068
01/06/21;12:10:00,130.3700000,130.6500000,130.3100000,130.5100000,72356
01/06/21;12:15:00,130.5200000,130.5600000,130.3800000,130.4000000,33400
01/06/21;12:20:00,130.3800000,130.7000000,130.3800000,130.5800000,43776
01/06/21;12:25:00,130.5800000,130.5900000,130.3300000,130.3300000,26176
01/06/21;12:30:00,130.3100000,130.4100000,130.2000000,130.3400000,26843
01/06/21;12:35:00,130.3400000,130.5300000,130.3000000,130.3800000,54378
01/06/21;12:40:00,130.3900000,130.3900000,130.0100000,130.0300000,33855
01/06/21;12:45:00,130.0300000,130.1200000,129.9300000,130.0200000,27274
01/06/21;12:50:00,130.0100000,130.0700000,129.9100000,129.9100000,31712
01/06/21;12:55:00,129.9200000,130.1500000,129.8900000,130.1300000,66659
01/06/21;13:00:00,130.1200000,130.1800000,129.9900000,130.0200000,24766
01/06/21;13:05:00,130.0300000,130.1500000,130.0000000,130.0500000,25595
01/06/21;13:10:00,130.0100000,130.0700000,129.9400000,130.0000000,23909
01/06/21;13:15:00,130.0000000,130.1500000,129.9800000,130.1400000,42469
01/06/21;13:20:00,130.1400000,130.2500000,129.7800000,129.7900000,58537
01/06/21;13:25:00,129.8000000,129.8700000,129.3600000,129.3600000,60647
01/06/21;13:30:00,129.3700000,129.6000000,129.2200000,129.2400000,50129
01/06/21;13:35:00,129.2500000,129.3600000,128.9400000,129.1000000,65497
01/06/21;13:40:00,129.0900000,129.3600000,129.0900000,129.3550000,42633
01/06/21;13:45:00,129.3500000,129.5900000,129.3200000,129.5700000,50671
01/06/21;13:50:00,129.5300000,129.5500000,129.3900000,129.4600000,34665
01/06/21;13:55:00,129.4500000,129.4800000,129.2800000,129.4100000,21912
01/06/21;14:00:00,129.3900000,129.4300000,129.2200000,129.2500000,27611
01/06/21;14:05:00,129.2600000,129.4400000,129.2200000,129.2800000,34038
01/06/21;14:10:00,129.2900000,129.3800000,129.1200000,129.1200000,32610
01/06/21;14:15:00,129.1200000,129.1600000,128.9900000,128.9900000,38813
01/06/21;14:20:00,128.9300000,129.0200000,128.5200000,128.6000000,86102
01/06/21;14:25:00,128.6100000,128.7200000,128.2800000,128.2800000,78322
01/06/21;14:30:00,128.3200000,128.3600000,127.7700000,127.8000000,158073
01/06/21;14:35:00,127.7600000,128.2100000,127.7100000,127.9950000,125873
01/06/21;14:40:00,128.0200000,128.0600000,127.5000000,127.5600000,140427
01/06/21;14:45:00,127.5600000,127.9600000,127.5100000,127.8700000,122622
01/06/21;14:50:00,127.8800000,127.9100000,127.1300000,127.1800000,133229
01/06/21;14:55:00,127.2100000,127.7600000,127.1100000,127.6300000,147237
01/06/21;15:00:00,127.6200000,128.1700000,127.6200000,127.9300000,93169
01/06/21;15:05:00,127.9000000,127.9200000,127.4700000,127.6300000,79958
01/06/21;15:10:00,127.6800000,128.0400000,127.6800000,127.8950000,69289
01/06/21;15:15:00,127.9500000,128.2100000,127.7900000,127.9900000,97335
01/06/21;15:20:00,128.0200000,128.0600000,127.7000000,127.8500000,60160
01/06/21;15:25:00,127.8600000,127.8900000,127.1900000,127.2000000,117371
01/06/21;15:30:00,127.1800000,127.5600000,126.9400000,127.4800000,164883
01/06/21;15:35:00,127.4700000,127.5900000,127.1200000,127.4700000,121311
01/06/21;15:40:00,127.4500000,127.4600000,126.8400000,126.9000000,132419
01/06/21;15:45:00,126.8900000,127.5700000,126.8200000,127.4600000,141783
01/06/21;15:50:00,127.4500000,127.4800000,126.9600000,127.1850000,115738
01/06/21;15:55:00,127.1600000,127.1700000,126.4800000,126.8300000,301841
01/06/21;16:00:00,126.8200000,126.8700000,126.3900000,126.5900000,448189
01/07/21;09:35:00,128.3600000,128.7400000,128.0400000,128.1600000,210230
01/07/21;09:40:00,128.1700000,128.7250000,128.1300000,128.5200000,108058
01/07/21;09:45:00,128.5350000,128.6000000,128.1900000,128.4500000,105351
01/07/21;09:50:00,128.4700000,128.5000000,127.8800000,128.0000000,139087
01/07/21;09:55:00,128.0000000,128.5300000,127.8800000,128.5200000,96145
01/07/21;10:00:00,128.5200000,129.1300000,128.5200000,129.0200000,164727
01/07/21;10:05:00,129.0300000,129.4700000,128.8900000,129.4100000,105374
01/07/21;10:10:00,129.4100000,129.6600000,129.4000000,129.4900000,109920
01/07/21;10:15:00,129.4800000,129.8900000,129.4800000,129.8500000,107064
01/07/21;10:20:00,129.8500000,130.1300000,129.8200000,130.0050000,96076
01/07/21;10:25:00,130.0100000,130.3100000,129.7900000,129.8300000,87087
01/07/21;10:30:00,129.8300000,130.0500000,129.6800000,129.8600000,86219
01/07/21;10:35:00,129.8300000,130.0800000,129.7000000,129.8600000,72897
01/07/21;10:40:00,129.8600000,130.2000000,129.8100000,130.0700000,57736
01/07/21;10:45:00,130.0600000,130.2200000,129.8600000,130.1000000,66582
01/07/21;10:50:00,130.0900000,130.2000000,130.0000000,130.1600000,53091
01/07/21;10:55:00,130.1600000,130.3700000,130.0700000,130.2000000,58089
01/07/21;11:00:00,130.2000000,130.5600000,130.1800000,130.5500000,60914
01/07/21;11:05:00,130.5400000,130.7700000,130.4300000,130.6300000,64106
01/07/21;11:10:00,130.6200000,130.9900000,130.4600000,130.9700000,56855
01/07/21;11:15:00,130.9750000,131.0300000,130.4900000,130.5300000,81919
01/07/21;11:20:00,130.5400000,130.6900000,130.3200000,130.4400000,43854
01/07/21;11:25:00,130.4700000,130.5700000,130.3100000,130.5600000,42002
01/07/21;11:30:00,130.5100000,130.7600000,130.4700000,130.5500000,54195
01/07/21;11:35:00,130.5400000,130.6900000,130.4500000,130.5700000,44583
01/07/21;11:40:00,130.5600000,130.9500000,130.5600000,130.8500000,41812
01/07/21;11:45:00,130.8300000,130.8600000,130.6600000,130.7000000,40228
01/07/21;11:50:00,130.7200000,130.7500000,130.5800000,130.6000000,43965
01/07/21;11:55:00,130.6000000,130.7200000,130.4700000,130.4800000,32846
01/07/21;12:00:00,130.4700000,130.5100000,130.1500000,130.3200000,42564
01/07/21;12:05:00,130.3300000,130.4200000,130.2500000,130.2900000,20833
01/07/21;12:10:00,130.3100000,130.3100000,129.9500000,130.1600000,40459
01/07/21;12:15:00,130.1400000,130.2000000,130.0300000,130.1100000,24250
01/07/21;12:20:00,130.1100000,130.3800000,130.0750000,130.2300000,43175
01/07/21;12:25:00,130.2100000,130.2350000,130.0200000,130.0200000,35999
01/07/21;12:30:00,130.0300000,130.1000000,129.8600000,130.0600000,51587
01/07/21;12:35:00,130.0600000,130.4200000,130.0600000,130.4100000,20473
01/07/21;12:40:00,130.4200000,130.5000000,130.3900000,130.4300000,17616
01/07/21;12:45:00,130.4500000,130.5300000,130.4200000,130.5300000,14939
01/07/21;12:50:00,130.5400000,130.5700000,130.4300000,130.4600000,14645
01/07/21;12:55:00,130.4400000,130.6400000,130.4300000,130.6300000,15824
01/07/21;13:00:00,130.6200000,130.6300000,130.4800000,130.4800000,18332
01/07/21;13:05:00,130.5100000,130.5400000,130.3300000,130.3800000,24133
01/07/21;13:10:00,130.3900000,130.3900000,130.0700000,130.0700000,28203
01/07/21;13:15:00,130.0700000,130.2750000,130.0300000,130.2500000,22765
01/07/21;13:20:00,130.2500000,130.3500000,130.1500000,130.3000000,27156
01/07/21;13:25:00,130.2900000,130.4700000,130.2900000,130.4300000,11264
01/07/21;13:30:00,130.4400000,130.5100000,130.3500000,130.3500000,16577
01/07/21;13:35:00,130.3700000,130.5500000,130.3700000,130.4900000,33507
01/07/21;13:40:00,130.4800000,130.5000000,130.2500000,130.3600000,20187
01/07/21;13:45:00,130.3400000,130.5550000,130.3200000,130.5000000,22697
01/07/21;13:50:00,130.5000000,130.5200000,130.2300000,130.2700000,22997
01/07/21;13:55:00,130.2900000,130.3700000,130.2100000,130.3600000,18598
01/07/21;14:00:00,130.3700000,130.3900000,130.2500000,130.3000000,27026
01/07/21;14:05:00,130.3100000,130.5900000,130.2900000,130.5800000,33312
01/07/21;14:10:00,130.5900000,130.5900000,130.4600000,130.5500000,19704
01/07/21;14:15:00,130.5400000,130.5900000,130.4050000,130.4600000,13746
01/07/21;14:20:00,130.4650000,130.5300000,130.4300000,130.4400000,17947
01/07/21;14:25:00,130.4400000,130.5300000,130.4000000,130.5300000,17043
01/07/21;14:30:00,130.5300000,130.6300000,130.5000000,130.6200000,30488
01/07/21;14:35:00,130.6400000,130.6400000,130.4700000,130.5500000,40283
01/07/21;14:40:00,130.5500000,130.6700000,130.5200000,130.5700000,35087
01/07/21;14:45:00,130.5500000,130.6100000,130.4600000,130.4900000,24074
01/07/21;14:50:00,130.4800000,130.6000000,130.4250000,130.5200000,24307
01/07/21;14:55:00,130.5200000,130.5850000,130.4900000,130.5100000,16920
01/07/21;15:00:00,130.5150000,130.7700000,130.4650000,130.7700000,26853
01/07/21;15:05:00,130.7800000,130.8800000,130.7200000,130.8300000,40155
01/07/21;15:10:00,130.8400000,130.9500000,130.8400000,130.8900000,34151
01/07/21;15:15:00,130.8800000,130.9100000,130.4700000,130.8800000,146083
01/07/21;15:20:00,130.8600000,130.9700000,130.8400000,130.9400000,24651
01/07/21;15:25:00,130.9400000,131.1700000,130.9300000,131.1700000,109330
01/07/21;15:30:00,131.1600000,131.2100000,131.0600000,131.2100000,49813
01/07/21;15:35:00,131.2100000,131.3400000,131.1800000,131.2700000,65460
01/07/21;15:40:00,131.3000000,131.3200000,131.2300000,131.2300000,42403
01/07/21;15:45:00,131.2300000,131.2300000,131.0500000,131.2000000,93219
01/07/21;15:50:00,131.1900000,131.6200000,131.1500000,131.4800000,121907
01/07/21;15:55:00,131.4500000,131.4500000,131.2400000,131.2500000,188739
01/07/21;16:00:00,131.2400000,131.2700000,130.8200000,130.8600000,251134
01/08/21;09:35:00,132.4100000,132.6100000,131.6400000,132.2900000,214508
01/08/21;09:40:00,132.3200000,132.5100000,131.3600000,131.4700000,164766
01/08/21;09:45:00,131.5000000,132.0400000,131.3800000,131.4600000,76282
01/08/21;09:50:00,131.4100000,131.4100000,130.3500000,130.9100000,176063
01/08/21;09:55:00,130.9000000,131.5400000,130.8700000,131.3100000,159050
01/08/21;10:00:00,131.3300000,131.6800000,131.2400000,131.5400000,86618
01/08/21;10:05:00,131.5900000,131.9700000,131.5350000,131.8100000,86044
01/08/21;10:10:00,131.8200000,131.9100000,131.3700000,131.3700000,54578
01/08/21;10:15:00,131.3850000,131.6600000,131.2500000,131.2500000,63313
01/08/21;10:20:00,131.2200000,131.5200000,131.1800000,131.5000000,58236
01/08/21;10:25:00,131.4800000,131.4800000,130.9300000,130.9400000,73254
01/08/21;10:30:00,130.9150000,131.1300000,130.2700000,130.3900000,125367
01/08/21;10:35:00,130.3900000,130.7800000,130.3400000,130.6700000,57958
01/08/21;10:40:00,130.6400000,130.9600000,130.5900000,130.8100000,41513
01/08/21;10:45:00,130.7900000,131.2500000,130.7550000,131.2000000,45968
01/08/21;10:50:00,131.2100000,131.4300000,131.2000000,131.3600000,57161
01/08/21;10:55:00,131.3600000,131.4000000,131.1700000,131.3600000,41741
01/08/21;11:00:00,131.3800000,131.5000000,130.9300000,131.0300000,42744
01/08/21;11:05:00,131.0500000,131.2400000,130.9700000,131.1200000,30669
01/08/21;11:10:00,131.0950000,131.3000000,131.0100000,131.0400000,46025
01/08/21;11:15:00,131.0400000,131.1300000,130.8500000,130.9900000,52448
01/08/21;11:20:00,130.9900000,131.0900000,130.6300000,130.7100000,49787
01/08/21;11:25:00,130.7200000,130.9700000,130.6900000,130.9700000,41562
01/08/21;11:30:00,130.9700000,131.1500000,130.9600000,131.0800000,29750
01/08/21;11:35:00,131.0800000,131.1500000,130.9900000,131.1500000,24713
01/08/21;11:40:00,131.1750000,131.4300000,131.1400000,131.3900000,31086
01/08/21;11:45:00,131.4000000,131.6200000,131.4000000,131.5800000,33296
01/08/21;11:50:00,131.5800000,131.6900000,131.4500000,131.5600000,41400
01/08/21;11:55:00,131.5500000,131.7400000,131.4800000,131.6900000,37448
01/08/21;12:00:00,131.7100000,132.2400000,131.7000000,132.2400000,115503
01/08/21;12:05:00,132.2500000,132.4000000,131.8800000,131.9500000,81750
01/08/21;12:10:00,131.9000000,132.3600000,131.7200000,132.2600000,93400
01/08/21;12:15:00,132.2900000,132.5700000,132.1800000,132.4300000,53621
01/08/21;12:20:00,132.4200000,132.5500000,132.1700000,132.2400000,62344
01/08/21;12:25:00,132.3100000,132.3500000,132.0000000,132.0400000,34728
01/08/21;12:30:00,132.0100000,132.1700000,131.9900000,132.1500000,27640
01/08/21;12:35:00,132.1500000,132.2300000,131.8600000,131.9300000,37435
01/08/21;12:40:00,132.0000000,132.0300000,131.6700000,131.8700000,29527
01/08/21;12:45:00,131.8600000,131.9900000,131.7500000,131.7500000,41882
01/08/21;12:50:00,131.7400000,131.8800000,131.5200000,131.6250000,47480
01/08/21;12:55:00,131.6200000,131.7500000,131.5300000,131.7100000,19703
01/08/21;13:00:00,131.7000000,131.7500000,131.6200000,131.6800000,20308
01/08/21;13:05:00,131.6700000,131.6800000,131.5300000,131.6200000,24006
01/08/21;13:10:00,131.6400000,131.6400000,131.3600000,131.6000000,39085
